,id,country,country_code,country_population,province,county,last_updated,coordinates.latitude,coordinates.longitude,latest.confirmed,latest.deaths,latest.recovered
507,507,US,US,327167434,Illinois,"Carroll County, Illinois",2021-05-06T16:31:00Z,42.07047395,-89.92810675,1740,36,0
508,508,US,US,327167434,Illinois,"Richland County, Illinois",2021-05-06T16:31:00Z,38.71233115,-88.08511849,1739,40,0
509,509,US,US,327167434,Illinois,"White County, Illinois",2021-05-06T16:31:00Z,38.08746945,-88.17955970000001,1690,26,0
510,510,US,US,327167434,Illinois,"Edgar County, Illinois",2021-05-06T16:31:00Z,39.67852883,-87.74554856,1686,39,0
511,511,US,US,327167434,Illinois,"Washington County, Illinois",2021-05-06T16:31:00Z,38.35225393,-89.41049152,1636,25,0
512,512,US,US,327167434,Illinois,"Moultrie County, Illinois",2021-05-06T16:31:00Z,39.6414909,-88.61928234,1597,26,0
513,513,US,US,327167434,Illinois,"Mason County, Illinois",2021-05-06T16:31:00Z,40.2402084,-89.91585774,1488,45,0
514,514,US,US,327167434,Illinois,"Clay County, Illinois",2021-05-06T16:31:00Z,38.75413226,-88.49016094,1482,43,0
515,515,US,US,327167434,Illinois,"De Witt County, Illinois",2021-05-06T16:31:00Z,40.1856,-88.78604,1470,24,0
516,516,US,US,327167434,Illinois,"Piatt County, Illinois",2021-05-06T16:31:00Z,40.01030982,-88.59106821,1470,14,0
517,517,US,US,327167434,Illinois,"Mercer County, Illinois",2021-05-06T16:31:00Z,41.20540744,-90.73868386,1448,33,0
518,518,US,US,327167434,Illinois,"Greene County, Illinois",2021-05-06T16:31:00Z,39.35610506,-90.39045797,1432,33,0
519,519,US,US,327167434,Illinois,"Johnson County, Illinois",2021-05-06T16:31:00Z,37.45958836,-88.88080163,1418,14,0
520,520,US,US,327167434,Illinois,"Wabash County, Illinois",2021-05-06T16:31:00Z,38.44598603,-87.84434147,1344,12,0
521,521,US,US,327167434,Illinois,"Massac County, Illinois",2021-05-06T16:31:00Z,37.21933264,-88.70758642,1331,40,0
522,522,US,US,327167434,Illinois,"Cumberland County, Illinois",2021-05-06T16:31:00Z,39.27332831,-88.24016822,1288,19,0
523,523,US,US,327167434,Illinois,"Menard County, Illinois",2021-05-06T16:31:00Z,40.02739386,-89.80215609,1220,12,0
524,524,US,US,327167434,Illinois,"Jasper County, Illinois",2021-05-06T16:31:00Z,39.01000253,-88.15380616,1149,18,0
525,525,US,US,327167434,Illinois,"Marshall County, Illinois",2021-05-06T16:31:00Z,41.03314614,-89.3447671,1043,18,0
526,526,US,US,327167434,Illinois,"Hamilton County, Illinois",2021-05-06T16:31:00Z,38.08155418,-88.5390695,830,15,0
527,527,US,US,327167434,Illinois,"Schuyler County, Illinois",2021-05-06T16:31:00Z,40.15810303,-90.61534194,740,5,0
528,528,US,US,327167434,Illinois,"Brown County, Illinois",2021-05-06T16:31:00Z,39.96178957,-90.75034309,701,6,0
529,529,US,US,327167434,Illinois,"Pulaski County, Illinois",2021-05-06T16:31:00Z,37.13833,-89.13879,683,7,0
530,530,US,US,327167434,Illinois,"Stark County, Illinois",2021-05-06T16:31:00Z,41.0933701,-89.79742375,632,23,0
531,531,US,US,327167434,Illinois,"Edwards County, Illinois",2021-05-06T16:31:00Z,38.4164784,-88.05324015,568,12,0
532,532,US,US,327167434,Illinois,"Henderson County, Illinois",2021-05-06T16:31:00Z,40.81745032,-90.92148018,524,14,0
533,533,US,US,327167434,Illinois,"Calhoun County, Illinois",2021-05-06T16:31:00Z,39.17257952,-90.66426855,516,2,0
534,534,US,US,327167434,Illinois,"Scott County, Illinois",2021-05-06T16:31:00Z,39.64408093200007,-90.47480780499995,478,1,0
535,535,US,US,327167434,Illinois,"Putnam County, Illinois",2021-05-06T16:31:00Z,41.20445296,-89.28576557,476,3,0
536,536,US,US,327167434,Illinois,"Alexander County, Illinois",2021-05-06T16:31:00Z,37.19640674,-89.3372393,465,11,0
537,537,US,US,327167434,Illinois,"Gallatin County, Illinois",2021-05-06T16:31:00Z,37.76295417,-88.23091585,457,4,0
538,538,US,US,327167434,Illinois,"Hardin County, Illinois",2021-05-06T16:31:00Z,37.51885136,-88.26889119,383,12,0
539,539,US,US,327167434,Illinois,"Pope County, Illinois",2021-05-06T16:31:00Z,37.4144211,-88.56219347,314,4,0
540,540,US,US,327167434,Illinois,"Out of state County, Illinois",2021-05-06T16:31:00Z,39.62353761,-90.04919532,5,0,0
541,541,US,US,327167434,Pennsylvania,"Philadelphia County, Pennsylvania",2021-05-06T16:31:00Z,39.95222,-75.16218,149172,3525,0
542,542,US,US,327167434,Pennsylvania,"Allegheny County, Pennsylvania",2021-05-06T16:31:00Z,40.45082,-80.01615,98532,1915,0
543,543,US,US,327167434,Pennsylvania,"Montgomery County, Pennsylvania",2021-05-06T16:31:00Z,40.21089424,-75.36736378,68623,1674,0
544,544,US,US,327167434,Pennsylvania,"Bucks County, Pennsylvania",2021-05-06T16:31:00Z,40.33694044,-75.10679406,59142,1259,0
545,545,US,US,327167434,Pennsylvania,"Lancaster County, Pennsylvania",2021-05-06T16:31:00Z,40.04236245,-76.24767325,53815,1119,0
546,546,US,US,327167434,Pennsylvania,"Delaware County, Pennsylvania",2021-05-06T16:31:00Z,39.9167251,-75.39898556,51006,1348,0
547,547,US,US,327167434,Pennsylvania,"Berks County, Pennsylvania",2021-05-06T16:31:00Z,40.41633729,-75.92604542,46376,1001,0
548,548,US,US,327167434,Pennsylvania,"York County, Pennsylvania",2021-05-06T16:31:00Z,39.91993202,-76.72645287,44837,788,0
549,549,US,US,327167434,Pennsylvania,"Chester County, Pennsylvania",2021-05-06T16:31:00Z,39.97320372,-75.74845154,39645,786,0
550,550,US,US,327167434,Pennsylvania,"Lehigh County, Pennsylvania",2021-05-06T16:31:00Z,40.61265671,-75.59232058,38607,842,0
551,551,US,US,327167434,Pennsylvania,"Northampton County, Pennsylvania",2021-05-06T16:31:00Z,40.6836,-75.49108000000003,34876,700,0
552,552,US,US,327167434,Pennsylvania,"Westmoreland County, Pennsylvania",2021-05-06T16:31:00Z,40.3107724,-79.46697992,33111,746,0
553,553,US,US,327167434,Pennsylvania,"Luzerne County, Pennsylvania",2021-05-06T16:31:00Z,41.28669,-75.90272,30751,795,0
554,554,US,US,327167434,Pennsylvania,"Dauphin County, Pennsylvania",2021-05-06T16:31:00Z,40.41542052,-76.77947007,25106,541,0
555,555,US,US,327167434,Pennsylvania,"Erie County, Pennsylvania",2021-05-06T16:31:00Z,41.99166483,-80.03220618,20350,405,0
556,556,US,US,327167434,Pennsylvania,"Cumberland County, Pennsylvania",2021-05-06T16:31:00Z,40.16367663,-77.26538073,19887,514,0
557,557,US,US,327167434,Pennsylvania,"Lackawanna County, Pennsylvania",2021-05-06T16:31:00Z,41.43685633,-75.60917996,17943,460,0
558,558,US,US,327167434,Pennsylvania,"Washington County, Pennsylvania",2021-05-06T16:31:00Z,40.16752,-80.24648,17122,293,0
559,559,US,US,327167434,Pennsylvania,"Butler County, Pennsylvania",2021-05-06T16:31:00Z,40.9117606,-79.91298216,16958,409,0
560,560,US,US,327167434,Pennsylvania,"Centre County, Pennsylvania",2021-05-06T16:31:00Z,40.91930797,-77.81979795,16499,220,0
561,561,US,US,327167434,Pennsylvania,"Lebanon County, Pennsylvania",2021-05-06T16:31:00Z,40.36719795,-76.45774633,15613,283,0
562,562,US,US,327167434,Pennsylvania,"Beaver County, Pennsylvania",2021-05-06T16:31:00Z,40.6964,-80.30196,14895,379,0
563,563,US,US,327167434,Pennsylvania,"Franklin County, Pennsylvania",2021-05-06T16:31:00Z,39.92749584,-77.72116187,14841,362,0
564,564,US,US,327167434,Pennsylvania,"Schuylkill County, Pennsylvania",2021-05-06T16:31:00Z,40.70583872,-76.21585941,14276,395,0
565,565,US,US,327167434,Pennsylvania,"Monroe County, Pennsylvania",2021-05-06T16:31:00Z,41.05811592,-75.33939791,14174,303,0
566,566,US,US,327167434,Pennsylvania,"Cambria County, Pennsylvania",2021-05-06T16:31:00Z,40.4952108,-78.71369655,13964,420,0
567,567,US,US,327167434,Pennsylvania,"Blair County, Pennsylvania",2021-05-06T16:31:00Z,40.48107202,-78.34857772,12777,326,0
568,568,US,US,327167434,Pennsylvania,"Fayette County, Pennsylvania",2021-05-06T16:31:00Z,39.91983416,-79.64739415,12622,309,0
569,569,US,US,327167434,Pennsylvania,"Lycoming County, Pennsylvania",2021-05-06T16:31:00Z,41.34330812,-77.06442924,11465,277,0
570,570,US,US,327167434,Pennsylvania,"Northumberland County, Pennsylvania",2021-05-06T16:31:00Z,40.85198455,-76.70926672,9328,347,0
571,571,US,US,327167434,Pennsylvania,"Mercer County, Pennsylvania",2021-05-06T16:31:00Z,41.30219945,-80.25773341,9256,255,0
572,572,US,US,327167434,Pennsylvania,"Adams County, Pennsylvania",2021-05-06T16:31:00Z,39.87150704,-77.21794552,9253,176,0
573,573,US,US,327167434,Pennsylvania,"Clearfield County, Pennsylvania",2021-05-06T16:31:00Z,41.00014639,-78.47420594,8296,142,0
574,574,US,US,327167434,Pennsylvania,"Somerset County, Pennsylvania",2021-05-06T16:31:00Z,39.97234258,-79.02836143,7671,203,0
575,575,US,US,327167434,Pennsylvania,"Lawrence County, Pennsylvania",2021-05-06T16:31:00Z,40.99121309,-80.33405614,7317,205,0
576,576,US,US,327167434,Pennsylvania,"Crawford County, Pennsylvania",2021-05-06T16:31:00Z,41.68469402,-80.10624720000001,7118,149,0
577,577,US,US,327167434,Pennsylvania,"Carbon County, Pennsylvania",2021-05-06T16:31:00Z,40.91819602,-75.7088375,6143,169,0
578,578,US,US,327167434,Pennsylvania,"Indiana County, Pennsylvania",2021-05-06T16:31:00Z,40.65206149,-79.08750616,6045,171,0
579,579,US,US,327167434,Pennsylvania,"Union County, Pennsylvania",2021-05-06T16:31:00Z,40.9630105,-77.06202008,5973,86,0
580,580,US,US,327167434,Pennsylvania,"Armstrong County, Pennsylvania",2021-05-06T16:31:00Z,40.81243533,-79.46447205,5816,133,0
581,581,US,US,327167434,Pennsylvania,"Bradford County, Pennsylvania",2021-05-06T16:31:00Z,41.78862196,-76.51555245,5737,89,0
582,582,US,US,327167434,Pennsylvania,"Columbia County, Pennsylvania",2021-05-06T16:31:00Z,41.04858445,-76.4051914,5590,133,0
583,583,US,US,327167434,Pennsylvania,"Mifflin County, Pennsylvania",2021-05-06T16:31:00Z,40.61036512,-77.61705411,5237,176,0
584,584,US,US,327167434,Pennsylvania,"Huntingdon County, Pennsylvania",2021-05-06T16:31:00Z,40.41694435,-77.9812483,4973,129,0
585,585,US,US,327167434,Pennsylvania,"Bedford County, Pennsylvania",2021-05-06T16:31:00Z,40.00650776,-78.49029144,4410,135,0
586,586,US,US,327167434,Pennsylvania,"Wayne County, Pennsylvania",2021-05-06T16:31:00Z,41.64878798,-75.30324861,3948,80,0
587,587,US,US,327167434,Pennsylvania,"Venango County, Pennsylvania",2021-05-06T16:31:00Z,41.40095892,-79.75790242,3820,93,0
588,588,US,US,327167434,Pennsylvania,"Pike County, Pennsylvania",2021-05-06T16:31:00Z,41.33202501,-75.03382353,3817,54,0
589,589,US,US,327167434,Pennsylvania,"Perry County, Pennsylvania",2021-05-06T16:31:00Z,40.3984025,-77.26229203,3688,100,0
590,590,US,US,327167434,Pennsylvania,"Clinton County, Pennsylvania",2021-05-06T16:31:00Z,41.23409456,-77.63813876,3583,62,0
591,591,US,US,327167434,Pennsylvania,"McKean County, Pennsylvania",2021-05-06T16:31:00Z,41.80771992,-78.56810323,3577,68,0
592,592,US,US,327167434,Pennsylvania,"Snyder County, Pennsylvania",2021-05-06T16:31:00Z,40.76985043,-77.07028642,3560,84,0
593,593,US,US,327167434,Pennsylvania,"Jefferson County, Pennsylvania",2021-05-06T16:31:00Z,41.12819557,-78.99951779999998,3231,97,0
594,594,US,US,327167434,Pennsylvania,"Greene County, Pennsylvania",2021-05-06T16:31:00Z,39.85378534,-80.22290363,3172,39,0
595,595,US,US,327167434,Pennsylvania,"Clarion County, Pennsylvania",2021-05-06T16:31:00Z,41.19247374,-79.42103296,3103,91,0
596,596,US,US,327167434,Pennsylvania,"Tioga County, Pennsylvania",2021-05-06T16:31:00Z,41.77204208,-77.25426804,2909,104,0
597,597,US,US,327167434,Pennsylvania,"Elk County, Pennsylvania",2021-05-06T16:31:00Z,41.42520774,-78.64909084,2821,38,0
598,598,US,US,327167434,Pennsylvania,"Warren County, Pennsylvania",2021-05-06T16:31:00Z,41.81446566,-79.27460559,2554,102,0
599,599,US,US,327167434,Pennsylvania,"Susquehanna County, Pennsylvania",2021-05-06T16:31:00Z,41.82132145,-75.80078338,2503,61,0
600,600,US,US,327167434,Pennsylvania,"Juniata County, Pennsylvania",2021-05-06T16:31:00Z,40.53110803,-77.40205412,2077,84,0
601,601,US,US,327167434,Pennsylvania,"Montour County, Pennsylvania",2021-05-06T16:31:00Z,41.02789913,-76.65856740000002,1971,63,0
602,602,US,US,327167434,Pennsylvania,"Wyoming County, Pennsylvania",2021-05-06T16:31:00Z,41.51836484,-76.01654369,1859,48,0
603,603,US,US,327167434,Pennsylvania,"Forest County, Pennsylvania",2021-05-06T16:31:00Z,41.51310695,-79.23602389,1417,21,0
604,604,US,US,327167434,Pennsylvania,"Fulton County, Pennsylvania",2021-05-06T16:31:00Z,39.92540582,-78.11249013,1299,15,0
605,605,US,US,327167434,Pennsylvania,"Potter County, Pennsylvania",2021-05-06T16:31:00Z,41.74490716,-77.89577995,1099,23,0
606,606,US,US,327167434,Pennsylvania,"Sullivan County, Pennsylvania",2021-05-06T16:31:00Z,41.44607594,-76.51203876,414,20,0
607,607,US,US,327167434,Pennsylvania,"Cameron County, Pennsylvania",2021-05-06T16:31:00Z,41.43674775,-78.20381118,293,8,0
608,608,US,US,327167434,Georgia,"Gwinnett County, Georgia",2021-05-06T16:31:00Z,33.96118879,-84.0235873,101244,1150,0
609,609,US,US,327167434,Georgia,"Fulton County, Georgia",2021-05-06T16:31:00Z,33.79024066,-84.46711002,96928,1373,0
610,610,US,US,327167434,Georgia,"Cobb County, Georgia",2021-05-06T16:31:00Z,33.9414802,-84.57663741,78203,1049,0
611,611,US,US,327167434,Georgia,"DeKalb County, Georgia",2021-05-06T16:31:00Z,33.77153731,-84.22646531,65674,1004,0
612,612,US,US,327167434,Georgia,"Cherokee County, Georgia",2021-05-06T16:31:00Z,34.24398966,-84.47624414,30900,319,0
613,613,US,US,327167434,Georgia,"Non-Georgia Resident County, Georgia",2021-05-06T16:31:00Z,32.64832455,-83.44453440000002,30042,633,0
614,614,US,US,327167434,Georgia,"Hall County, Georgia",2021-05-06T16:31:00Z,34.32041152,-83.81043541,27161,468,0
615,615,US,US,327167434,Georgia,"Clayton County, Georgia",2021-05-06T16:31:00Z,33.54197299,-84.35769948,26518,472,0
616,616,US,US,327167434,Georgia,"Henry County, Georgia",2021-05-06T16:31:00Z,33.45301628,-84.15426282,25150,325,0
617,617,US,US,327167434,Georgia,"Richmond County, Georgia",2021-05-06T16:31:00Z,33.35962968,-82.07361638,24592,506,0
618,618,US,US,327167434,Georgia,"Chatham County, Georgia",2021-05-06T16:31:00Z,32.00381442,-81.13307069,23129,453,0
619,619,US,US,327167434,Georgia,"Forsyth County, Georgia",2021-05-06T16:31:00Z,34.22493225,-84.13349923,22347,189,0
620,620,US,US,327167434,Georgia,"Columbia County, Georgia",2021-05-06T16:31:00Z,33.53724806,-82.26219609,16846,202,0
621,621,US,US,327167434,Georgia,"Whitfield County, Georgia",2021-05-06T16:31:00Z,34.80552576,-84.96721045,16800,244,0
622,622,US,US,327167434,Georgia,"Paulding County, Georgia",2021-05-06T16:31:00Z,33.92042456,-84.8672012,16775,214,0
623,623,US,US,327167434,Georgia,"Muscogee County, Georgia",2021-05-06T16:31:00Z,32.50990011,-84.87686884,16308,453,0
624,624,US,US,327167434,Georgia,"Bibb County, Georgia",2021-05-06T16:31:00Z,32.80663592,-83.69775904,15810,446,0
625,625,US,US,327167434,Georgia,"Douglas County, Georgia",2021-05-06T16:31:00Z,33.70179591,-84.76824051,15145,219,0
626,626,US,US,327167434,Georgia,"Clarke County, Georgia",2021-05-06T16:31:00Z,33.95110572,-83.36741217,15008,144,0
627,627,US,US,327167434,Georgia,"Bartow County, Georgia",2021-05-06T16:31:00Z,34.23764397,-84.84072940000001,14609,223,0
628,628,US,US,327167434,Georgia,"Houston County, Georgia",2021-05-06T16:31:00Z,32.45894643,-83.66617499,14562,255,0
629,629,US,US,327167434,Georgia,"Coweta County, Georgia",2021-05-06T16:31:00Z,33.35360269,-84.76336691,14048,218,0
630,630,US,US,327167434,Georgia,"Lowndes County, Georgia",2021-05-06T16:31:00Z,30.83362831,-83.26769554,12649,210,0
631,631,US,US,327167434,Georgia,"Floyd County, Georgia",2021-05-06T16:31:00Z,34.26324245,-85.21452762,11931,225,0
632,632,US,US,327167434,Georgia,"Carroll County, Georgia",2021-05-06T16:31:00Z,33.58262645,-85.07982315,11330,240,0
633,633,US,US,327167434,Georgia,"Newton County, Georgia",2021-05-06T16:31:00Z,33.55500659,-83.8502182,11068,238,0
634,634,US,US,327167434,Georgia,"Walton County, Georgia",2021-05-06T16:31:00Z,33.78152214,-83.73384243,10575,255,0
635,635,US,US,327167434,Georgia,"Barrow County, Georgia",2021-05-06T16:31:00Z,33.99322516,-83.71272533,9929,136,0
636,636,US,US,327167434,Georgia,"Jackson County, Georgia",2021-05-06T16:31:00Z,34.13389628,-83.5663431,9812,151,0
637,637,US,US,327167434,Georgia,"Fayette County, Georgia",2021-05-06T16:31:00Z,33.413909100000005,-84.49427247,8921,168,0
638,638,US,US,327167434,Georgia,"Glynn County, Georgia",2021-05-06T16:31:00Z,31.23258257,-81.54266737,8134,172,0
639,639,US,US,327167434,Georgia,"Gordon County, Georgia",2021-05-06T16:31:00Z,34.50319646,-84.87587883,8129,115,0
640,640,US,US,327167434,Georgia,"Rockdale County, Georgia",2021-05-06T16:31:00Z,33.65422498,-84.02668352,7616,171,0
641,641,US,US,327167434,Georgia,"Dougherty County, Georgia",2021-05-06T16:31:00Z,31.53332494,-84.21629439,7530,303,0
642,642,US,US,327167434,Georgia,"Troup County, Georgia",2021-05-06T16:31:00Z,33.03351893,-85.02826168,7487,225,0
643,643,US,US,327167434,Georgia,"Walker County, Georgia",2021-05-06T16:31:00Z,34.73559363,-85.30086824,7443,87,0
644,644,US,US,327167434,Georgia,"Bulloch County, Georgia",2021-05-06T16:31:00Z,32.3968474,-81.74317914,6787,114,0
645,645,US,US,327167434,Georgia,"Catoosa County, Georgia",2021-05-06T16:31:00Z,34.90368893,-85.1382067,6322,70,0
646,646,US,US,327167434,Georgia,"Spalding County, Georgia",2021-05-06T16:31:00Z,33.26086704,-84.28421107,6246,188,0
647,647,US,US,327167434,Georgia,"Polk County, Georgia",2021-05-06T16:31:00Z,34.00168812,-85.18810974,5624,95,0
648,648,US,US,327167434,Georgia,"Laurens County, Georgia",2021-05-06T16:31:00Z,32.46368817,-82.92216465,5555,167,0
649,649,US,US,327167434,Georgia,"Coffee County, Georgia",2021-05-06T16:31:00Z,31.54905082,-82.84922205,5292,172,0
650,650,US,US,327167434,Georgia,"Habersham County, Georgia",2021-05-06T16:31:00Z,34.63097339,-83.53117053,5052,161,0
651,651,US,US,327167434,Georgia,"Murray County, Georgia",2021-05-06T16:31:00Z,34.78840201,-84.74814487,4925,86,0
652,652,US,US,327167434,Georgia,"Tift County, Georgia",2021-05-06T16:31:00Z,31.45732246,-83.52672092,4880,125,0
653,653,US,US,327167434,Georgia,"Ware County, Georgia",2021-05-06T16:31:00Z,31.0536875,-82.42369749,4847,178,0
654,654,US,US,327167434,Georgia,"Colquitt County, Georgia",2021-05-06T16:31:00Z,31.18836215,-83.76871368,4665,119,0
655,655,US,US,327167434,Georgia,"Effingham County, Georgia",2021-05-06T16:31:00Z,32.36755649,-81.34129987,4584,68,0
656,656,US,US,327167434,Georgia,"Baldwin County, Georgia",2021-05-06T16:31:00Z,33.06898258,-83.24986009,4501,128,0
657,657,US,US,327167434,Georgia,"Thomas County, Georgia",2021-05-06T16:31:00Z,30.86367792,-83.91930729,4410,123,0
658,658,US,US,327167434,Georgia,"Oconee County, Georgia",2021-05-06T16:31:00Z,33.83486019,-83.43704215,4003,72,0
659,659,US,US,327167434,Georgia,"Liberty County, Georgia",2021-05-06T16:31:00Z,31.82799636,-81.49460872,3996,63,0
660,660,US,US,327167434,Georgia,"Chattahoochee County, Georgia",2021-05-06T16:31:00Z,32.34702048,-84.78680764,3980,15,0
661,661,US,US,327167434,Georgia,"Camden County, Georgia",2021-05-06T16:31:00Z,30.93250252,-81.67112807,3940,36,0
662,662,US,US,327167434,Georgia,"Bryan County, Georgia",2021-05-06T16:31:00Z,32.01425892,-81.44337836,3619,39,0
663,663,US,US,327167434,Georgia,"Wayne County, Georgia",2021-05-06T16:31:00Z,31.55141259,-81.91673816,3582,88,0
664,664,US,US,327167434,Georgia,"Upson County, Georgia",2021-05-06T16:31:00Z,32.88119109,-84.29935932,3460,126,0
665,665,US,US,327167434,Georgia,"Pickens County, Georgia",2021-05-06T16:31:00Z,34.46428491,-84.465653,3404,79,0
666,666,US,US,327167434,Georgia,"Toombs County, Georgia",2021-05-06T16:31:00Z,32.12178276,-82.33134888,3391,113,0
667,667,US,US,327167434,Georgia,"Madison County, Georgia",2021-05-06T16:31:00Z,34.12777423,-83.20911717,3225,56,0
668,668,US,US,327167434,Georgia,"White County, Georgia",2021-05-06T16:31:00Z,34.64612749,-83.74697318,3167,80,0
669,669,US,US,327167434,Georgia,"Butts County, Georgia",2021-05-06T16:31:00Z,33.28780542,-83.95714484,3119,83,0
670,670,US,US,327167434,Georgia,"Stephens County, Georgia",2021-05-06T16:31:00Z,34.55349319,-83.29585921,3104,82,0
671,671,US,US,327167434,Georgia,"Dawson County, Georgia",2021-05-06T16:31:00Z,34.44531828,-84.17291329,3045,43,0
672,672,US,US,327167434,Georgia,"Lumpkin County, Georgia",2021-05-06T16:31:00Z,34.5722039,-84.00274240000002,2950,71,0
673,673,US,US,327167434,Georgia,"Gilmer County, Georgia",2021-05-06T16:31:00Z,34.69119523,-84.45551769,2942,84,0
674,674,US,US,327167434,Georgia,"Decatur County, Georgia",2021-05-06T16:31:00Z,30.88199236,-84.57119441,2926,70,0
675,675,US,US,327167434,Georgia,"Chattooga County, Georgia",2021-05-06T16:31:00Z,34.4749213,-85.34555104,2812,71,0
676,676,US,US,327167434,Georgia,"Lee County, Georgia",2021-05-06T16:31:00Z,31.77959716,-84.14088023,2729,58,0
677,677,US,US,327167434,Georgia,"Franklin County, Georgia",2021-05-06T16:31:00Z,44.72964,-73.11695999999998,2656,53,0
678,678,US,US,327167434,Georgia,"Peach County, Georgia",2021-05-06T16:31:00Z,32.5688118,-83.82678717,2632,59,0
679,679,US,US,327167434,Georgia,"Haralson County, Georgia",2021-05-06T16:31:00Z,33.79416486,-85.21083564,2631,83,0
680,680,US,US,327167434,Georgia,"Monroe County, Georgia",2021-05-06T16:31:00Z,33.0141038,-83.91866148,2628,100,0
681,681,US,US,327167434,Georgia,"Burke County, Georgia",2021-05-06T16:31:00Z,33.06109792,-82.00070282,2566,61,0
682,682,US,US,327167434,Georgia,"Sumter County, Georgia",2021-05-06T16:31:00Z,32.0399387,-84.19706313,2550,101,0
683,683,US,US,327167434,Georgia,"Emanuel County, Georgia",2021-05-06T16:31:00Z,32.58976118,-82.30168513,2547,81,0
684,684,US,US,327167434,Georgia,"Harris County, Georgia",2021-05-06T16:31:00Z,32.73603676,-84.90910769,2544,59,0
685,685,US,US,327167434,Georgia,"Mcduffie County, Georgia",2021-05-06T16:31:00Z,33.47954268,-82.48106247,2488,48,0
686,686,US,US,327167434,Georgia,"Pierce County, Georgia",2021-05-06T16:31:00Z,31.35881925,-82.21274608,2464,56,0
687,687,US,US,327167434,Georgia,"Fannin County, Georgia",2021-05-06T16:31:00Z,34.86418423,-84.31991879,2376,72,0
688,688,US,US,327167434,Georgia,"Hart County, Georgia",2021-05-06T16:31:00Z,34.34543654,-82.97082417,2355,53,0
689,689,US,US,327167434,Georgia,"Appling County, Georgia",2021-05-06T16:31:00Z,31.74929966,-82.28891939,2306,71,0
690,690,US,US,327167434,Georgia,"Tattnall County, Georgia",2021-05-06T16:31:00Z,32.04576272,-82.05815138,2306,65,0
691,691,US,US,327167434,Georgia,"Elbert County, Georgia",2021-05-06T16:31:00Z,34.1178701,-82.84199623,2282,72,0
692,692,US,US,327167434,Georgia,"Pike County, Georgia",2021-05-06T16:31:00Z,33.09217827,-84.38919321,2270,40,0
693,693,US,US,327167434,Georgia,"Union County, Georgia",2021-05-06T16:31:00Z,34.83393046,-83.99045062,2219,73,0
694,694,US,US,327167434,Georgia,"Putnam County, Georgia",2021-05-06T16:31:00Z,33.32175974,-83.37284188,2181,57,0
695,695,US,US,327167434,Georgia,"Grady County, Georgia",2021-05-06T16:31:00Z,30.87470084,-84.23435468,2146,60,0
696,696,US,US,327167434,Georgia,"Morgan County, Georgia",2021-05-06T16:31:00Z,34.45333,-86.93016,2106,30,0
697,697,US,US,327167434,Georgia,"Dodge County, Georgia",2021-05-06T16:31:00Z,32.17221725,-83.16835288,2102,102,0
698,698,US,US,327167434,Georgia,"Ben Hill County, Georgia",2021-05-06T16:31:00Z,33.6734,-84.53483,2083,79,0
699,699,US,US,327167434,Georgia,"Crisp County, Georgia",2021-05-06T16:31:00Z,31.92288924,-83.76806139,2080,80,0
700,700,US,US,327167434,Georgia,"Mitchell County, Georgia",2021-05-06T16:31:00Z,31.2252705,-84.19418271,2078,82,0
701,701,US,US,327167434,Georgia,"Washington County, Georgia",2021-05-06T16:31:00Z,32.969519,-82.79585686,2040,86,0
702,702,US,US,327167434,Georgia,"Lamar County, Georgia",2021-05-06T16:31:00Z,33.76059,-95.82812,2035,57,0
703,703,US,US,327167434,Georgia,"Jones County, Georgia",2021-05-06T16:31:00Z,33.02515,-83.56035212,2009,57,0
704,704,US,US,327167434,Georgia,"Meriwether County, Georgia",2021-05-06T16:31:00Z,33.04078733,-84.68840726,1997,85,0
705,705,US,US,327167434,Georgia,"Jefferson County, Georgia",2021-05-06T16:31:00Z,33.0549109,-82.41810831,1942,66,0
706,706,US,US,327167434,Georgia,"Jeff Davis County, Georgia",2021-05-06T16:31:00Z,31.80543241,-82.63674666,1884,46,0
707,707,US,US,327167434,Georgia,"Berrien County, Georgia",2021-05-06T16:31:00Z,31.27606105,-83.22975532,1835,44,0
708,708,US,US,327167434,Georgia,"Cook County, Georgia",2021-05-06T16:31:00Z,31.15391366,-83.4303617,1821,43,0
709,709,US,US,327167434,Georgia,"Greene County, Georgia",2021-05-06T16:31:00Z,33.57875281,-83.16670569,1821,64,0
710,710,US,US,327167434,Georgia,"Banks County, Georgia",2021-05-06T16:31:00Z,34.35411317,-83.49743089,1815,35,0
711,711,US,US,327167434,Georgia,"Worth County, Georgia",2021-05-06T16:31:00Z,31.55158875,-83.85098391,1786,68,0
712,712,US,US,327167434,Georgia,"Rabun County, Georgia",2021-05-06T16:31:00Z,34.88167573,-83.40221365,1729,49,0
713,713,US,US,327167434,Georgia,"Bacon County, Georgia",2021-05-06T16:31:00Z,31.55367232,-82.45267840000002,1640,36,0
714,714,US,US,327167434,Georgia,"Brantley County, Georgia",2021-05-06T16:31:00Z,31.19685689,-81.9820173,1614,37,0
715,715,US,US,327167434,Georgia,"Oglethorpe County, Georgia",2021-05-06T16:31:00Z,33.88064727,-83.0805677,1473,29,0
716,716,US,US,327167434,Georgia,"Bleckley County, Georgia",2021-05-06T16:31:00Z,32.43453726,-83.32783694,1451,51,0
717,717,US,US,327167434,Georgia,"Dade County, Georgia",2021-05-06T16:31:00Z,34.85455153,-85.50443619,1409,14,0
